full_name,a,e,I,longNode,longPeri,q,ad,per_y,data_arc,condition_code,n_obs_used,H,pha
23548 (1994 EF2),2.289,0.518,23.44,345.85,124.29,1.104,3.47,3.46,11160.0,0.0,287,17.13,0
23606 (1996 AS1),1.75,0.3611,14.36,296.61,357.59,1.118,2.38,2.32,14140.0,0.0,746,18.39,0
23714 (1998 EC3),2.13,0.5162,8.41,127.61,129.34,1.031,3.23,3.11,9413.0,0.0,1253,16.85,0
24443 (2000 OG),2.311,0.8224,25.74,178.08,231.22,0.41,4.21,3.51,11315.0,0.0,625,16.42,0
24445 (2000 PM8),2.211,0.5459,23.78,203.16,219.08,1.004,3.42,3.29,12111.0,0.0,2315,14.7,0
24475 (2000 VN2),1.975,0.4415,14.63,76.4,32.69,1.103,2.85,2.78,8626.0,0.0,1369,16.4,0
24761 Ahau (1993 BW2),1.335,0.3058,21.92,121.04,287.55,0.927,1.74,1.54,11481.0,0.0,1192,17.37,0
25143 Itokawa (1998 SF36),1.324,0.2803,1.62,69.08,162.82,0.953,1.7,1.52,9510.0,0.0,961,19.26,1
25330 (1999 KV4),1.541,0.3708,14.33,50.52,86.1,0.969,2.11,1.91,16308.0,0.0,2741,16.74,0
25916 (2001 CP44),2.559,0.4991,15.76,94.64,199.69,1.282,3.84,4.09,18614.0,0.0,5618,13.78,0
26166 (1995 QN3),3.302,0.6445,14.79,185.7,62.87,1.174,5.43,6.0,24177.0,0.0,385,16.82,0
26310 (1998 TX6),2.139,0.469,5.38,210.82,98.89,1.136,3.14,3.13,26451.0,0.0,353,19.28,0
26379 (1999 HZ1),1.606,0.5763,8.68,252.1,200.6,0.681,2.53,2.04,8407.0,0.0,73,18.2,0
26663 (2000 XK47),1.546,0.4717,13.53,303.59,231.23,0.817,2.28,1.92,18282.0,0.0,637,18.19,1
26760 (2001 KP41),2.853,0.5571,11.02,146.26,155.16,1.264,4.44,4.82,10187.0,0.0,1647,15.5,0
26817 (1987 QB),2.804,0.5938,3.5,153.19,156.55,1.139,4.47,4.7,12226.0,0.0,108,19.49,0
27002 (1998 DV9),1.744,0.4333,8.7,130.34,0.82,0.988,2.5,2.3,9663.0,0.0,519,18.31,1
27031 (1998 RO4),2.139,0.4256,5.35,191.8,111.88,1.229,3.05,3.13,26430.0,0.0,980,17.88,0
27346 (2000 DN8),1.875,0.399,36.95,135.19,269.29,1.127,2.62,2.57,16823.0,0.0,1464,15.89,0
29075 (1950 DA),1.699,0.5077,12.16,356.59,224.76,0.836,2.56,2.21,26885.0,0.0,1124,17.29,1
30825 (1990 TG1),2.436,0.6812,8.74,205.02,33.67,0.777,4.1,3.8,12434.0,0.0,3126,14.75,0
30997 (1995 UO5),1.56,0.6432,36.26,38.62,151.17,0.556,2.56,1.95,10562.0,0.0,270,17.3,0
31210 (1998 BX7),2.606,0.5022,8.96,144.89,271.42,1.297,3.92,4.21,25004.0,0.0,1488,16.4,0
31221 (1998 BP26),1.723,0.257,20.22,331.02,186.76,1.28,2.17,2.26,9248.0,0.0,1136,17.3,0
31345 (1998 PG),2.016,0.3915,6.5,222.69,156.23,1.226,2.8,2.86,16315.0,0.0,1566,17.62,0
31346 (1998 PB1),2.03,0.4297,5.96,299.71,350.49,1.158,2.9,2.89,9577.0,0.0,960,17.18,0
31662 (1999 HP11),1.597,0.5479,18.82,13.94,312.03,0.722,2.47,2.02,8765.0,0.0,68,19.54,0
31669 (1999 JT6),2.137,0.5776,9.54,78.77,39.1,0.903,3.37,3.12,10228.0,0.0,1234,16.09,1
32906 (1994 RH),2.247,0.4404,18.94,331.14,92.38,1.258,3.24,3.37,14569.0,0.0,2608,16.04,0
33342 (1998 WT24),0.7187,0.4177,7.37,81.66,167.52,0.419,1.02,0.609,9154.0,0.0,1973,18.02,1
34613 (2000 UR13),2.07,0.3869,6.17,315.25,286.22,1.269,2.87,2.98,33072.0,0.0,1301,16.08,0
35107 (1991 VH),1.137,0.1442,13.91,139.34,206.96,0.973,1.3,1.21,10771.0,0.0,4050,16.91,1
35396 (1997 XF11),1.442,0.4837,4.1,213.65,103.04,0.745,2.14,1.73,12356.0,0.0,2562,17.01,1
35432 (1998 BG9),2.501,0.5456,13.15,115.32,1.6,1.136,3.86,3.95,8861.0,0.0,294,19.39,0
35670 (1998 SU27),2.122,0.5964,7.14,271.33,169.85,0.857,3.39,3.09,1238.0,0.0,119,19.57,0
36017 (1999 ND43),1.523,0.3143,5.55,332.07,52.13,1.045,2.0,1.88,8708.0,0.0,965,19.3,0
36183 (1999 TX16),1.551,0.3324,38.22,54.64,311.22,1.036,2.07,1.93,9800.0,0.0,1478,16.33,0
36236 (1999 VV),1.333,0.4238,58.04,241.07,19.79,0.768,1.9,1.54,15755.0,0.0,1528,15.98,0
36284 (2000 DM8),1.484,0.5538,46.76,323.15,317.96,0.662,2.31,1.81,8753.0,0.0,2932,15.05,0
37336 (2001 RM),2.254,0.4831,36.67,223.64,118.03,1.165,3.34,3.38,17103.0,0.0,1441,15.78,0
37638 (1993 VB),1.913,0.5199,5.08,145.56,323.2,0.918,2.91,2.65,10788.0,0.0,956,19.28,1
37655 Illapa (1994 PM),1.478,0.7525,18.03,139.52,303.9,0.366,2.59,1.8,10923.0,0.0,658,17.85,1
38071 (1999 GU3),2.089,0.5075,12.74,195.49,8.81,1.029,3.15,3.02,8691.0,0.0,474,19.57,1
38086 Beowulf (1999 JB),1.42,0.5661,23.67,165.32,178.97,0.616,2.22,1.69,11667.0,0.0,1085,17.35,0
38091 (1999 JT3),2.17,0.4012,9.33,64.82,225.04,1.299,3.04,3.2,15871.0,0.0,1047,16.3,0
38239 (1999 OR3),2.036,0.5757,9.4,199.79,28.5,0.864,3.21,2.91,7108.0,0.0,183,18.26,0
39565 (1992 SL),1.642,0.3342,8.6,0.94,344.8,1.093,2.19,2.1,26407.0,0.0,393,18.46,0
39572 (1993 DQ1),2.036,0.4927,10.03,313.5,344.85,1.033,3.04,2.91,11295.0,0.0,851,16.56,1
39796 (1997 TD),2.251,0.4677,12.91,158.94,171.01,1.198,3.3,3.38,13661.0,0.0,2001,15.76,0
40263 (1999 FQ5),1.495,0.1611,25.84,172.81,198.71,1.254,1.74,1.83,12992.0,0.0,967,17.78,0
40267 (1999 GJ4),1.339,0.8084,34.48,148.21,211.96,0.256,2.42,1.55,25316.0,0.0,3619,15.55,0
40329 (1999 ML),2.265,0.4548,2.52,210.91,112.01,1.235,3.3,3.41,8967.0,0.0,750,17.71,0
41429 (2000 GE2),1.593,0.5553,2.17,351.91,297.2,0.708,2.48,2.01,9687.0,0.0,396,20.66,1
41440 (2000 HZ23),1.576,0.2114,15.11,64.04,200.04,1.243,1.91,1.98,9653.0,0.0,200,19.88,0
42286 (2001 TN41),1.419,0.3917,24.08,55.82,150.95,0.863,1.98,1.69,17921.0,0.0,1475,16.65,0
48603 (1995 BC2),1.918,0.4299,5.03,328.22,81.81,1.093,2.74,2.66,13641.0,0.0,562,17.82,0
52340 (1992 SY),2.212,0.5477,8.08,5.24,116.34,1.0,3.42,3.29,13230.0,0.0,672,18.1,0
52381 (1993 HA),1.278,0.1441,7.73,183.25,263.85,1.094,1.46,1.45,10672.0,0.0,389,20.07,0
52387 Huitzilopochtli (1993 OM7),1.282,0.1896,24.15,297.57,195.54,1.039,1.53,1.45,10627.0,0.0,1520,17.77,0
52689 (1998 FF2),1.562,0.2923,10.98,4.66,265.16,1.105,2.02,1.95,9059.0,0.0,298,19.17,0
52750 (1998 KK17),1.427,0.5249,11.17,141.31,334.15,0.678,2.18,1.7,11643.0,0.0,2416,16.68,0
52760 (1998 ML14),2.409,0.6233,2.43,338.68,20.37,0.907,3.91,3.74,9484.0,0.0,684,17.5,1
52761 (1998 MN14),1.555,0.2242,19.49,258.97,350.5,1.206,1.9,1.94,9064.0,0.0,408,17.99,0
52762 (1998 MT24),2.416,0.653,33.86,308.94,254.53,0.838,3.99,3.76,25934.0,0.0,1223,14.81,0
52768 (1998 OR2),2.38,0.5755,5.88,26.94,174.59,1.01,3.75,3.67,13606.0,0.0,6075,16.04,1
53110 (1999 AR7),1.644,0.2144,40.63,85.42,58.21,1.292,2.0,2.11,8321.0,0.0,1524,16.73,0
53319 (1999 JM8),2.724,0.6414,13.84,133.62,166.8,0.977,4.47,4.49,12335.0,0.0,1416,15.36,1
53409 (1999 LU7),2.101,0.6282,10.88,206.68,147.77,0.781,3.42,3.04,7620.0,0.0,117,18.73,0
53426 (1999 SL5),1.923,0.5391,22.77,239.06,43.36,0.886,2.96,2.67,8871.0,0.0,1284,17.19,1
53429 (1999 TF5),2.022,0.641,26.78,199.16,64.09,0.726,3.32,2.87,8427.0,0.0,149,18.94,1
53430 (1999 TY16),2.099,0.4035,60.41,241.92,156.95,1.252,2.95,3.04,8861.0,0.0,959,16.66,0
53435 Leonard (1999 VM40),2.31,0.4833,15.35,51.35,354.47,1.194,3.43,3.51,17462.0,0.0,3098,14.74,0
53550 (2000 BF19),1.495,0.4196,7.17,313.14,324.95,0.868,2.12,1.83,12050.0,0.0,397,19.06,1
53789 (2000 ED104),1.371,0.2692,40.78,190.02,218.35,1.002,1.74,1.6,25266.0,0.0,1197,17.34,1
54071 (2000 GQ146),1.329,0.1973,23.44,36.34,128.31,1.067,1.59,1.53,12701.0,0.0,1289,17.43,0
54401 (2000 LM),1.711,0.2624,18.95,240.84,67.06,1.262,2.16,2.24,12513.0,0.0,1190,17.23,0
54509 YORP (2000 PH5),1.006,0.23,1.6,278.19,279.0,0.775,1.24,1.01,1826.0,0.0,550,22.66,0
54660 (2000 UJ1),1.477,0.2807,46.69,223.71,158.03,1.062,1.89,1.79,8269.0,0.0,825,17.93,0
54686 (2001 DU8),1.777,0.3419,33.21,161.69,265.9,1.169,2.38,2.37,12706.0,0.0,1392,16.62,0
54690 (2001 EB),1.63,0.2564,35.36,33.51,99.6,1.212,2.05,2.08,26060.0,0.0,407,17.5,0
54789 (2001 MZ7),1.776,0.2872,24.46,130.05,20.04,1.266,2.29,2.37,16691.0,0.0,9673,15.08,0
55408 (2001 TC2),1.1,0.2245,30.39,193.83,353.55,0.853,1.35,1.15,16396.0,0.0,422,18.82,0
55532 (2001 WG2),1.794,0.6957,38.55,81.4,132.4,0.546,3.04,2.4,25217.0,0.0,935,16.14,0
65674 (1988 SM),1.665,0.344,10.95,0.87,313.26,1.092,2.24,2.15,12944.0,0.0,356,18.28,0
65679 (1989 UQ),0.9148,0.2647,1.3,178.08,15.01,0.673,1.16,0.875,25520.0,0.0,901,19.62,1
65690 (1991 DG),1.428,0.3632,11.14,180.1,63.37,0.909,1.95,1.71,11626.0,0.0,1172,19.06,1
65706 (1992 NA),2.398,0.5554,9.63,349.19,8.74,1.066,3.73,3.71,11605.0,0.0,784,16.57,0
65717 (1993 BX3),1.395,0.281,2.81,174.75,290.95,1.003,1.79,1.65,10452.0,0.0,5565,20.87,1
65733 (1993 PC),1.154,0.4743,4.14,336.9,168.72,0.607,1.7,1.24,11664.0,0.0,924,18.43,0
65803 Didymos (1996 GT),1.643,0.3833,3.41,72.99,319.6,1.013,2.27,2.11,722.0,0.0,1647,18.11,1
65909 (1998 FH12),1.091,0.5397,3.56,108.59,284.51,0.502,1.68,1.14,9149.0,0.0,523,19.3,1
65996 (1998 MX5),2.935,0.6048,9.56,265.23,57.17,1.16,4.71,5.03,11113.0,0.0,1421,18.49,0
66008 (1998 QH2),1.426,0.3627,61.0,168.93,14.01,0.909,1.94,1.7,10321.0,0.0,1785,15.99,0
66063 (1998 RO1),0.991,0.72,22.69,351.84,151.16,0.277,1.7,0.986,9064.0,0.0,1321,18.15,0
66146 (1998 TU3),0.7875,0.4838,5.41,101.97,84.91,0.407,1.17,0.699,15279.0,0.0,2241,14.42,0
66251 (1999 GJ2),1.536,0.1979,11.28,196.19,142.54,1.232,1.84,1.9,14601.0,0.0,3375,17.04,0
66253 (1999 GT3),1.334,0.8379,19.5,157.34,261.13,0.216,2.45,1.54,8854.0,0.0,434,18.4,0
66272 (1999 JW6),1.508,0.1433,51.32,66.38,68.4,1.292,1.72,1.85,8823.0,0.0,1164,17.24,0
66391 Moshup (1999 KW4),0.6424,0.6884,38.88,244.9,192.65,0.2,1.08,0.515,9536.0,0.0,3865,16.64,1
66400 (1999 LT7),0.8554,0.5726,9.06,79.8,341.41,0.366,1.35,0.791,12854.0,0.0,608,19.29,0
66407 (1999 LQ28),1.198,0.1201,21.77,94.98,320.56,1.055,1.34,1.31,15383.0,0.0,490,19.01,0
66959 (1999 XO35),2.538,0.5657,20.62,81.89,293.48,1.102,3.97,4.04,8890.0,0.0,638,16.94,0
67367 (2000 LY27),1.308,0.2127,9.02,264.51,184.84,1.03,1.59,1.5,17602.0,0.0,726,17.12,1
67381 (2000 OL8),1.321,0.543,10.67,294.84,266.96,0.604,2.04,1.52,8474.0,0.0,226,19.8,1
67399 (2000 PJ6),1.301,0.3462,14.69,332.86,225.33,0.851,1.75,1.48,26685.0,0.0,341,18.4,0
68031 (2000 YK29),1.376,0.1286,15.17,123.63,31.92,1.199,1.55,1.61,11511.0,0.0,1125,18.16,0
68063 (2000 YJ66),2.334,0.4576,5.72,308.82,50.39,1.266,3.4,3.57,12668.0,0.0,3318,15.56,0
68216 (2001 CV26),1.32,0.3267,17.99,18.13,48.74,0.889,1.75,1.52,8587.0,0.0,2651,16.62,1
68267 (2001 EA16),1.51,0.4273,38.83,8.0,317.44,0.865,2.15,1.85,8105.0,0.0,620,17.04,0
68278 (2001 FC7),1.436,0.1143,2.62,99.04,234.6,1.272,1.6,1.72,9731.0,0.0,1651,18.5,0
68346 (2001 KZ66),1.507,0.4166,16.7,219.37,140.29,0.879,2.14,1.85,15870.0,0.0,1171,16.93,1
68347 (2001 KB67),0.9616,0.3799,17.13,245.86,243.82,0.596,1.33,0.943,7444.0,0.0,614,19.92,1
68348 (2001 LO7),2.155,0.841,25.37,236.22,181.66,0.343,3.97,3.16,25593.0,0.0,1519,14.26,0
68350 (2001 MK3),1.67,0.2474,29.57,128.84,328.54,1.257,2.08,2.16,25321.0,0.0,7006,16.14,0
68359 (2001 OZ13),1.517,0.1743,9.86,99.2,29.21,1.253,1.78,1.87,10410.0,0.0,2671,18.09,0
68372 (2001 PM9),1.618,0.416,8.11,252.96,322.33,0.945,2.29,2.06,8498.0,0.0,374,18.97,1
68548 (2001 XR31),1.707,0.4368,22.72,302.02,24.71,0.961,2.45,2.23,10932.0,0.0,1352,16.57,1
68950 (2002 QF15),1.057,0.3443,25.15,236.21,255.57,0.693,1.42,1.09,24191.0,0.0,3067,16.39,1
69230 Hermes (1937 UB),1.655,0.6239,6.07,34.05,92.9,0.622,2.69,2.13,31752.0,0.0,2649,17.68,1
85182 (1991 AQ),2.22,0.7777,3.12,339.4,243.23,0.494,3.95,3.31,12315.0,0.0,716,17.13,1
85184 (1991 JG1),1.374,0.1844,33.88,226.38,322.78,1.121,1.63,1.61,16417.0,0.0,1060,18.41,0
85236 (1993 KH),1.234,0.311,12.81,54.36,293.82,0.85,1.62,1.37,11202.0,0.0,1174,18.75,1
85275 (1994 LY),1.891,0.442,17.71,141.14,202.87,1.055,2.73,2.6,10900.0,0.0,9876,16.51,0
85490 (1997 SE5),3.764,0.6601,2.58,247.54,94.25,1.279,6.25,7.3,15307.0,0.0,874,14.81,0
85585 Mjolnir (1998 FG2),1.298,0.3563,4.08,2.31,95.42,0.835,1.76,1.48,2039.0,0.0,196,21.64,1
85628 (1998 KV2),1.592,0.3314,13.03,66.73,50.59,1.065,2.12,2.01,9515.0,0.0,6782,17.29,0
85640 (1998 OX4),1.58,0.4859,4.52,299.57,117.3,0.812,2.35,1.99,7584.0,0.0,274,21.14,1
85709 (1998 SG36),1.646,0.3374,24.83,186.56,29.81,1.091,2.2,2.11,9183.0,0.0,3855,15.93,0
85713 (1998 SS49),1.923,0.6388,10.79,40.95,103.13,0.695,3.15,2.67,9498.0,0.0,1493,15.78,1
85770 (1998 UP1),0.9977,0.3452,33.18,18.33,234.23,0.653,1.34,0.997,12390.0,0.0,464,20.71,0
85774 (1998 UT18),1.403,0.3288,13.59,64.62,50.15,0.942,1.86,1.66,12846.0,0.0,900,19.1,1
85804 (1998 WQ5),1.721,0.3543,27.66,285.68,269.88,1.111,2.33,2.26,12727.0,0.0,3833,15.36,0
85818 (1998 XM4),1.657,0.416,62.72,235.64,301.22,0.968,2.35,2.13,11451.0,0.0,1116,15.46,0
85839 (1998 YO4),1.654,0.2481,9.32,28.51,199.67,1.243,2.06,2.13,11484.0,0.0,2457,16.63,0
85867 (1999 BY9),1.83,0.3021,0.95,254.12,287.87,1.277,2.38,2.48,10282.0,0.0,719,18.3,0
85938 (1999 DJ4),1.853,0.4846,9.14,19.87,197.79,0.955,2.75,2.52,9259.0,0.0,647,18.73,1
85953 (1999 FK21),0.7388,0.703,12.6,180.45,172.42,0.219,1.26,0.635,19058.0,0.0,1701,18.15,0
85989 (1999 JD6),0.8831,0.6329,17.07,130.15,309.25,0.324,1.44,0.83,12510.0,0.0,3831,17.11,1
85990 (1999 JV6),1.008,0.3111,5.36,124.3,235.57,0.695,1.32,1.01,9026.0,0.0,1190,20.27,1
86039 (1999 NC43),1.76,0.5789,7.13,311.62,120.81,0.741,2.78,2.33,9157.0,0.0,1613,15.97,1
86067 (1999 RM28),1.817,0.3236,30.55,136.04,301.86,1.229,2.4,2.45,12460.0,0.0,1396,16.46,0
86324 (1999 WA2),1.967,0.4346,34.6,293.64,75.33,1.112,2.82,2.76,8138.0,0.0,3475,15.83,0
86326 (1999 WK13),1.844,0.3627,34.31,78.44,312.61,1.176,2.51,2.5,16365.0,0.0,840,17.42,0
86450 (2000 CK33),0.968,0.4148,18.11,124.84,215.6,0.567,1.37,0.952,8887.0,0.0,3905,18.45,0
86666 (2000 FL10),1.463,0.4271,29.01,186.91,258.87,0.838,2.09,1.77,8931.0,0.0,1860,16.92,0
86667 (2000 FO10),0.8594,0.5946,14.29,208.3,172.49,0.348,1.37,0.797,13186.0,0.0,2414,17.54,0
86819 (2000 GK137),1.995,0.5059,10.06,164.88,150.3,0.986,3.0,2.82,10198.0,0.0,827,17.47,1
86829 (2000 GR146),1.463,0.575,14.37,78.46,31.41,0.622,2.3,1.77,18362.0,0.0,2063,15.83,0
86878 (2000 HD24),1.342,0.6186,9.47,230.99,214.92,0.512,2.17,1.55,15004.0,0.0,679,17.68,0
87024 (2000 JS66),1.197,0.1898,14.43,230.5,84.94,0.97,1.42,1.31,15762.0,0.0,3664,18.73,0
87025 (2000 JT66),1.226,0.4835,25.32,120.49,359.61,0.633,1.82,1.36,8093.0,0.0,326,18.14,0
87309 (2000 QP),0.8475,0.4631,34.74,294.27,188.17,0.455,1.24,0.78,17966.0,0.0,1043,17.61,0
87311 (2000 QJ1),1.59,0.5121,7.7,191.42,343.53,0.776,2.4,2.01,15389.0,0.0,2296,16.52,0
87684 (2000 SY2),0.8587,0.6428,19.22,162.01,47.81,0.307,1.41,0.796,17163.0,0.0,2065,16.01,1
88188 (2000 XH44),2.008,0.391,11.34,340.12,195.38,1.223,2.79,2.85,11932.0,0.0,3558,16.08,0
88213 (2001 AF2),0.954,0.5952,17.81,114.25,194.99,0.386,1.52,0.932,6624.0,0.0,354,19.48,0
88254 (2001 FM129),1.182,0.6296,1.52,272.11,140.23,0.438,1.93,1.29,16796.0,0.0,921,17.77,1
88263 (2001 KQ1),2.097,0.4326,38.79,232.82,241.58,1.19,3.0,3.04,9647.0,0.0,3344,15.69,0
88264 (2001 KN20),2.148,0.4526,12.08,104.92,201.46,1.176,3.12,3.15,9208.0,0.0,1295,17.01,0
88710 (2001 SL9),1.061,0.2701,21.9,202.83,329.36,0.775,1.35,1.09,25513.0,0.0,1366,17.67,0
88959 (2001 TZ44),1.724,0.5635,53.83,38.96,114.92,0.752,2.69,2.26,7342.0,0.0,456,17.45,1
89136 (2001 US16),1.356,0.253,1.91,175.9,67.2,1.013,1.7,1.58,8057.0,0.0,1298,20.28,1
89355 (2001 VS78),1.787,0.3086,22.66,103.04,85.04,1.235,2.34,2.39,16899.0,0.0,3257,15.8,0
89830 (2002 CE),2.078,0.507,43.65,19.9,5.84,1.024,3.13,3.0,15357.0,0.0,2925,15.01,1
89958 (2002 LY45),1.642,0.8864,9.91,188.16,222.94,0.186,3.1,2.1,8760.0,0.0,1049,17.21,1
89959 (2002 NT7),1.735,0.5284,42.36,132.0,300.71,0.818,2.65,2.29,25567.0,0.0,1786,16.57,1
90075 (2002 VU94),2.136,0.5755,8.91,226.73,30.77,0.907,3.37,3.12,25176.0,0.0,3447,15.37,1
90147 (2002 YK14),1.474,0.3316,28.0,282.69,105.07,0.985,1.96,1.79,13190.0,0.0,878,18.31,0
90367 (2003 LC5),1.156,0.4263,16.88,86.82,313.86,0.663,1.65,1.24,15002.0,0.0,1426,17.94,0
90373 (2003 SZ219),1.627,0.2046,9.87,189.4,218.74,1.294,1.96,2.08,9196.0,0.0,415,18.81,0
90403 (2003 YE45),1.234,0.2802,19.01,286.23,306.85,0.889,1.58,1.37,12426.0,0.0,2175,17.78,1
90416 (2003 YK118),1.695,0.4924,7.83,326.76,233.29,0.86,2.53,2.21,11353.0,0.0,937,18.86,1
96189 Pygmalion (1991 NT3),1.821,0.307,14.0,287.18,293.18,1.262,2.38,2.46,13753.0,0.0,1448,16.48,0
96315 (1997 AP10),1.443,0.6435,6.65,293.03,356.29,0.514,2.37,1.73,9863.0,0.0,1031,17.05,0
96536 (1998 SO10),2.304,0.7771,41.12,199.42,22.67,0.513,4.09,3.5,17476.0,0.0,1687,15.45,0
96590 (1998 XB),0.9079,0.3512,13.6,75.68,202.7,0.589,1.23,0.865,11960.0,0.0,3538,16.28,0
96631 (1999 FP59),1.699,0.2592,1.77,19.58,303.96,1.258,2.14,2.21,13283.0,0.0,820,18.18,0
96744 (1999 OW3),2.095,0.7794,34.79,196.0,35.85,0.462,3.73,3.03,9188.0,0.0,1664,14.78,0
97725 (2000 GB147),1.798,0.3087,18.19,311.71,212.35,1.243,2.35,2.41,8676.0,0.0,247,18.75,0
98943 Torifune (2001 CC21),1.032,0.2192,4.81,75.45,179.4,0.806,1.26,1.05,15284.0,0.0,1401,18.74,0
99248 (2001 KY66),1.867,0.5073,10.61,284.11,61.58,0.92,2.81,2.55,12160.0,0.0,3215,16.55,1
99799 (2002 LJ3),1.462,0.2757,7.56,122.35,249.91,1.059,1.86,1.77,12583.0,0.0,2122,18.54,0
99907 (1989 VA),0.7284,0.5948,28.8,225.58,2.87,0.295,1.16,0.622,12490.0,0.0,1305,17.93,0
99935 (2002 AV4),1.654,0.6448,12.77,16.33,323.0,0.588,2.72,2.13,25380.0,0.0,2285,16.14,0
99942 Apophis (2004 MN4),0.9224,0.1911,3.34,203.9,126.67,0.746,1.1,0.886,6267.0,0.0,7364,19.09,1
100004 (1983 VA),2.591,0.7026,15.7,76.3,13.72,0.77,4.41,4.17,14112.0,0.0,652,16.49,0
100085 (1992 UY4),2.651,0.619,2.64,305.18,42.24,1.01,4.29,4.32,15931.0,0.0,660,17.89,1
100756 (1998 FM5),2.264,0.5546,11.58,176.51,312.06,1.009,3.52,3.41,13316.0,0.0,1656,16.34,0
100926 (1998 MQ),1.783,0.4074,24.24,221.09,138.81,1.057,2.51,2.38,16244.0,0.0,1784,16.65,0
101869 (1999 MM),1.624,0.6109,4.77,110.92,268.84,0.632,2.62,2.07,3167.0,0.0,201,19.47,1
101873 (1999 NC5),2.03,0.3932,45.78,128.78,295.25,1.231,2.83,2.89,15125.0,0.0,724,16.43,0
101955 Bennu (1999 RQ36),1.126,0.2037,6.03,2.06,66.22,0.897,1.36,1.2,7693.0,0.0,554,20.21,1
102873 (1999 WK11),2.133,0.4666,7.46,72.59,220.45,1.138,3.13,3.12,15454.0,0.0,329,17.63,0
103067 (1999 XA143),1.844,0.5812,38.56,116.52,104.1,0.772,2.92,2.5,10548.0,0.0,1027,16.83,1
105140 (2000 NL10),0.9143,0.8169,32.54,237.29,281.67,0.167,1.66,0.874,26271.0,0.0,3207,15.74,0
105141 (2000 NF11),1.421,0.189,14.82,123.7,115.95,1.152,1.69,1.69,16120.0,0.0,467,19.11,0
106538 (2000 WK63),2.419,0.7655,10.33,163.38,41.76,0.567,4.27,3.76,8713.0,0.0,1088,16.28,0
106589 (2000 WN107),2.146,0.6176,14.37,163.36,11.83,0.821,3.47,3.14,8716.0,0.0,1936,16.02,0
108519 (2001 LF),1.604,0.2709,16.4,267.25,343.88,1.169,2.04,2.03,12187.0,0.0,1054,17.95,0
108906 (2001 PL9),1.235,0.3604,20.93,172.05,344.02,0.79,1.68,1.37,8132.0,0.0,836,17.9,0
111253 (2001 XU10),1.754,0.4394,42.02,310.15,6.97,0.983,2.52,2.32,8995.0,0.0,1864,15.28,1
112221 (2002 KH4),2.272,0.4433,58.7,230.08,356.51,1.265,3.28,3.43,10685.0,0.0,1037,15.54,0
112985 (2002 RS28),2.22,0.4923,46.99,211.96,105.3,1.127,3.31,3.31,13768.0,0.0,1553,15.8,0
115052 (2003 RD6),1.669,0.3184,31.32,190.51,88.18,1.137,2.2,2.16,15772.0,0.0,1455,17.46,0
136564 (1977 VA),1.865,0.3944,2.99,224.45,172.67,1.13,2.6,2.55,16947.0,0.0,300,19.28,0
136582 (1992 BA),1.342,0.068,10.5,140.16,107.43,1.25,1.43,1.55,11321.0,0.0,467,19.88,0
136617 (1994 CC),1.638,0.4169,4.68,268.51,24.92,0.955,2.32,2.1,12520.0,0.0,718,17.97,1
136618 (1994 CN2),1.573,0.3948,1.44,99.34,248.28,0.952,2.19,1.97,11088.0,0.0,1389,16.87,1
136635 (1994 VA1),1.574,0.1748,7.64,231.69,311.16,1.298,1.85,1.97,10473.0,0.0,1851,19.15,0
136745 (1995 WL8),2.366,0.4839,17.78,247.9,131.65,1.221,3.51,3.64,10549.0,0.0,142,18.09,0
136770 (1996 PC1),1.838,0.4516,25.1,326.21,45.95,1.008,2.67,2.49,9304.0,0.0,253,20.56,0
136773 (1996 TR6),1.585,0.1801,22.1,196.28,117.62,1.299,1.87,1.99,10192.0,0.0,377,18.62,0
136793 (1997 AQ18),1.147,0.4653,17.37,296.24,37.04,0.613,1.68,1.23,9882.0,0.0,724,18.35,0
136795 Tatsunokingo (1997 BQ),1.747,0.478,10.99,50.13,147.57,0.912,2.58,2.31,9787.0,0.0,418,18.11,1
136818 Selqet (1997 MW1),0.9375,0.3463,12.78,259.92,203.83,0.613,1.26,0.908,7982.0,0.0,637,18.98,0
136839 (1997 WT22),1.485,0.3058,8.16,71.9,74.84,1.031,1.94,1.81,13078.0,0.0,539,18.83,0
136849 (1998 CS1),1.492,0.5785,7.79,110.68,97.8,0.629,2.35,1.82,9733.0,0.0,694,17.72,1
136874 (1998 FH74),2.202,0.8842,21.16,197.54,193.4,0.255,4.15,3.27,10626.0,0.0,1475,15.75,0
136897 (1998 HJ41),1.363,0.1247,38.88,211.85,120.14,1.193,1.53,1.59,8998.0,0.0,584,18.57,0
136900 (1998 HL49),1.748,0.6367,10.98,205.95,239.25,0.635,2.86,2.31,9169.0,0.0,885,17.39,0
136923 (1998 JH2),2.135,0.4414,6.62,51.07,287.35,1.192,3.08,3.12,13398.0,0.0,1173,16.31,0
136993 (1998 ST49),2.309,0.5956,24.48,18.21,48.08,0.934,3.68,3.51,7882.0,0.0,1021,17.85,0
137032 (1998 UO1),1.595,0.7636,25.49,358.37,252.54,0.377,2.81,2.02,11324.0,0.0,1530,16.67,0
137044 (1998 UC50),2.269,0.4289,4.38,334.99,166.77,1.296,3.24,3.42,9381.0,0.0,833,16.81,0
137052 Tjelvar (1998 VO33),1.248,0.8097,14.91,64.27,209.91,0.237,2.26,1.39,9254.0,0.0,1438,17.06,0
